2025-03-02 18:52:12,admin,Login,0.00
2025-03-02 18:52:35,admin,Logout,22.97
2025-03-02 19:00:23,admin,Login,0.00
2025-03-02 19:01:00,admin,Logout,37.45
2025-03-02 19:01:16,admin,Login,0.00
2025-03-02 19:01:20,admin,Logout,3.97
2025-03-02 19:03:50,admin,Login,0.00
2025-03-02 19:03:52,admin,EmergencyStop,2.29
2025-03-02 19:23:29,admin,Login,0.00
2025-03-02 19:24:42,admin,Logout,72.65
2025-03-02 19:24:52,alidemir,Login,0.00
2025-03-02 19:25:05,alidemir,Exit,12.96
2025-03-02 19:32:36,alidemir,Login,0.00
2025-03-02 19:32:39,alidemir,Exit,2.94
2025-03-02 19:39:04,alidemir,Login,0.00
2025-03-02 19:39:07,alidemir,Logout,2.57
2025-03-02 19:39:11,admin,Login,0.00
2025-03-02 19:39:15,admin,Logout,3.55
2025-03-02 19:45:27,admin,Login,0.00
2025-03-02 19:45:29,admin,Logout,1.95
2025-03-02 19:45:34,alidemir,Login,0.00
2025-03-02 19:46:01,operator1,Login,0.00
2025-03-02 19:46:24,operator1,Exit,22.67
2025-03-02 19:58:45,admin,Login,0.00
2025-03-02 19:59:27,admin,Exit,42.44
2025-03-02 20:08:01,admin,Login,0.00
2025-03-02 20:09:03,admin,Logout,61.17
2025-03-02 20:09:08,alidemir,Login,0.00
2025-03-02 20:09:14,alidemir,Logout,6.36
2025-03-02 21:21:41,admin,Login,0.00
2025-03-02 21:21:52,admin,Logout,10.39
2025-03-03 00:48:37,admin,Login,0.00
2025-03-03 00:49:00,admin,Exit,22.70
2025-03-03 00:49:30,admin,Login,0.00
2025-03-03 00:49:48,admin,Exit,18.53
2025-03-03 00:57:11,admin,Login,0.00
2025-03-03 00:57:22,admin,Logout,10.86
2025-03-03 00:57:30,alidemir,Login,0.00
2025-03-03 00:57:34,alidemir,Logout,3.78
2025-03-03 00:57:37,admin,Login,0.00
2025-03-03 00:58:05,admin,Exit,28.07
2025-03-03 00:59:26,admin,Login,0.00
2025-03-03 01:01:35,admin,Logout,129.30
2025-03-03 01:01:42,Furkan_Lapçin,Login,0.00
2025-03-03 01:01:55,Furkan_Lapçin,Logout,13.05
2025-03-03 01:02:03,Furkan_Lapçin,Login,0.00
2025-03-03 01:02:08,Furkan_Lapçin,Logout,5.25
2025-03-03 01:02:12,admin,Login,0.00
2025-03-03 01:02:18,admin,Logout,6.01
2025-03-03 01:14:58,admin,Login,0.00
2025-03-03 01:15:13,admin,Logout,14.91
2025-03-03 01:31:54,admin,Login,0.00
2025-03-03 01:32:01,admin,Logout,7.51
2025-03-03 01:32:06,admin,Login,0.00
2025-03-03 01:32:25,admin,Logout,19.16
2025-03-03 01:32:47,admin,Login,0.00
2025-03-03 01:32:56,admin,Exit,8.80
2025-03-03 01:34:57,admin,Login,0.00
2025-03-03 01:38:59,admin,Exit,242.63
2025-03-03 01:43:01,admin,Login,0.00
2025-03-03 01:43:08,admin,Exit,7.18
2025-03-03 01:43:20,admin,Login,0.00
2025-03-03 01:53:20,admin,Exit,599.71
2025-03-03 14:22:16,admin,Login,0.00
2025-03-03 14:32:10,admin,Exit,594.23
2025-03-03 14:40:23,admin,Login,0.00
2025-03-03 14:40:42,admin,Logout,18.32
2025-03-03 14:45:36,admin,Login,0.00
2025-03-03 14:46:04,admin,Exit,27.51
2025-03-03 14:49:21,admin,Login,0.00
2025-03-03 14:54:25,admin,Logout,303.84
2025-03-03 14:54:48,admin,Login,0.00
2025-03-03 14:55:10,admin,Logout,21.99
2025-03-03 14:55:45,operatör,Login,0.00
2025-03-03 14:55:47,operatör,Logout,2.10
2025-03-03 15:08:09,admin,Login,0.00
2025-03-03 15:09:28,admin,EmergencyStop,78.94
2025-03-03 15:29:16,admin,Login,0.00
2025-03-03 15:29:52,admin,Logout,36.20
2025-03-03 15:30:18,admin,Login,0.00
2025-03-03 15:32:40,admin,Logout,142.07
2025-03-03 16:05:45,admin,Login,0.00
2025-03-03 16:07:11,admin,Logout,85.81
2025-03-03 16:08:53,admin,Login,0.00
2025-03-03 16:08:54,admin,Logout,1.12
2025-03-03 16:12:43,admin,Login,0.00
2025-03-03 16:12:45,admin,Logout,1.94
2025-03-03 16:14:37,admin,Login,0.00
2025-03-03 16:14:38,admin,Logout,1.59
2025-03-03 16:14:48,Feyzullah,Login,0.00
2025-03-03 16:14:51,Feyzullah,Logout,3.48
2025-03-03 16:16:04,admin,Login,0.00
2025-03-03 16:16:28,admin,Logout,23.50
2025-03-03 16:16:39,Feyzullah,Login,0.00
2025-03-03 16:16:40,Feyzullah,Logout,1.37
2025-04-22 20:26:52,admin,Login,0.00
2025-04-22 20:37:31,admin,Exit,639.05
2025-04-22 20:43:43,admin,Login,0.00
2025-04-22 20:43:43,admin,Login,0.00
2025-04-22 20:49:17,admin,Login,0.00
2025-04-22 20:50:31,admin,Exit,73.94
2025-04-22 20:52:44,admin,Login,0.00
2025-04-22 20:54:57,admin,Exit,133.17
2025-04-22 21:04:31,admin,Login,0.00
2025-04-22 21:05:28,admin,Exit,56.80
